"_id","org_name","org_http","org_email","org_cache_mode","org_parent_id","org_cache_address","org_address_index","org_address_region","org_address_district","org_address_city","org_address_street","org_address_building","org_address_corp","org_address_street2","org_address_building2","org_address_corp2","org_address_other","org_address_x","org_address_y","org_small_name"
"311","ВОЕННЫЙ СКЛАД 96132","","","08 - 17 пер.: 12 - 13 вых.: сб. вс. ","0","Правобережный р-н, г. Беслан, ул. Подгорная 2 е ","363000","1","2","28","528","2 е","","0","","","","0.0","0.0","военный склад 96132"
"312","ВОИНСКИЕ ЧАСТИ","","","","0","","","0","0","0","0","","","0","","","","0.0","0.0","воинские части"
"314","АДМИНИСТРАЦИЯ (ПРЕФЕКТУРА) ЛЕВОБЕРЕЖНАЯ ВНУТРИГОРОДСКОГО СЕВЕРО-ЗАПАДНОГО И ЗАТЕРЕЧНОГО РАЙОНОВ Г.ВЛАДИКАВКАЗА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Леонова 4 ","362008","1","0","1","30","4","","0","","","","43.053223","44.656569","администрация (префектура) левобережная внутригородского северо-западного и затеречного районов г.владикавказа"
"315","АДМИНИСТРАЦИЯ АЛАГИРСКОГО РАЙОНА","www.alagir.ru","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Алагирский р-н, г. Алагир, ул. Кодоева 45 ","363200","1","5","20","429","45","","0","","","","0.0","0.0","администрация алагирского района"
"316","АДМИНИСТРАЦИЯ АРДОНСКОГО РАЙОНА","www.amsardon.ru","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Ардонский р-н, г. Ардон, ул. Советов 6 ","363300","1","6","21","296","6","","0","","","","0.0","0.0","администрация ардонского района"
"317","АДМИНИСТРАЦИЯ ДИГОРСКОГО РАЙОНА","","digora-1@mail.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Дигорский р-н, г. Дигора, ул. Сталина 19 ","363410","1","7","36","360","19","","0","","","","0.0","0.0","администрация дигорского района"
"318","АДМИНИСТРАЦИЯ ИРАФСКОГО РАЙОНА","www.iraf.ru","iraf@osetia.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Ирафский р-н, с. Чикола, ул. А.Макоева 18 ","363500","1","8","25","422","18","","0","","","","0.0","0.0","администрация ирафского района"
"319","АДМИНИСТРАЦИЯ КИРОВСКОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Кировский р-н, с. Эльхотово, ул. Зортова 20 ","363600","1","3","2","362","20","","0","","","","0.0","0.0","администрация кировского района"
"320","АДМИНИСТРАЦИЯ МОЗДОКСКОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Моздокский р-н, г. Моздок, ул. Кирова 37 ","363760","1","4","29","330","37","","0","","","","0.0","0.0","администрация моздокского района"
"321","АДМИНИСТРАЦИЯ ПРАВОБЕРЕЖНОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Правобережный р-н, г. Беслан, ул. Ген.Плиева 18 ","363020","1","2","28","334","18","","0","","","","0.0","0.0","администрация правобережного района"
"322","АДМИНИСТРАЦИЯ ПРИГОРОДНОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","Пригородный р-н, с. Октябрьское, ул. П.Тедеева 129 ","363131","1","1","30","372","129","","0","","","","0.0","0.0","администрация пригородного района"
"323","АДМИНИСТРАЦИЯ МЕСТНОГО САМОУПРАВЛЕНИЯ (АМС) Г.ВЛАДИКАВКАЗА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пл. Штыба 2 ","362040","1","0","1","208","2","","0","","","","43.020145","44.681978","администрация местного самоуправления (амс) г.владикавказа"
"326","ГОСУДАРСТВЕННАЯ КОМИССИЯ РФ ПО ГОСУДАРСТВЕННОМУ ИСПЫТАНИЮ И ОХРАНЕ СЕЛЕКЦИОННЫХ ДОСТИЖЕНИЙ инспектура по РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Гадиева 79 а ","362015","1","0","1","118","79 а","","0","","","","43.013253","44.66676","государственная комиссия рф по государственному испытанию и охране селекционных достижений инспектура по рсо-а"
"330","ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В РСО-А (ГОСТРУДИНСПЕКЦИЯ)","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Димитрова 2 ","362040","1","0","1","212","2","","0","","","","43.023686","44.683264","государственная инспекция труда в рсо-а (гострудинспекция)"
"331","ИНСПЕКЦИЯ ГОСУДАРСТВЕННОГО СТРОИТЕЛЬНОГО НАДЗОРА РСО-А ПРИ ПРАВИТЕЛЬСТВЕ РСО-А","","igsn-rsoa@mail.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пер. Автобусный 9 ","362021","1","0","1","36","9","","0","","","","43.060184","44.663279","инспекция государственного строительного надзора рсо-а при правительстве рсо-а"
"332","АРХИВ СОГУ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Ватутина 46 ","362025","1","0","1","199","46","","0","","","","43.026591","44.69122","архив согу"
"333","СЕВЕРО-ОСЕТИНСКИЙ ИНСТИТУТ ГУМАНИТАРНЫХ И СОЦИАЛЬНЫХ ИССЛЕДОВАНИЙ  ИМ.В.И.АБАЕВА","","","09 - 17 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 10 ","362040","1","0","1","180","10","","0","","","","43.028686","44.681101","северо-осетинский институт гуманитарных и социальных исследований  им.в.и.абаева"
"334","РЕГИОНАЛЬНАЯ СЛУЖБА ПО ТАРИФАМ РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пл. Свободы 5 ","362040","1","0","1","177","5","","0","","","","43.024735","44.680509","региональная служба по тарифам рсо-а"
"337","ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА РСО-А","www.tpprso-a.ru","tpprso-a@osetia.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Августовских событий 10 ","362002","1","0","1","154","10","","0","","","","43.036116","44.676028","торгово-промышленная палата рсо-а"
"339","ЭТАЛОН","","","09 - 17 вых.: вс. ","0","г. Владикавказ, ул. Фрунзе 24 каб.№24","362025","1","0","1","244","24","","0","","","каб.№24","43.028377","44.688939","эталон"
"341","РЕСПУБЛИКАНСКАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ ПО БОРЬБЕ С ОСОБО ОПАСНЫМИ И НЕЗАРАЗНЫМИ БОЛЕЗНЯМИ ЖИВОТНЫХ","","","09 - 17 пер.: 13 - 14 вых.: сб. вс. ","4964","г. Владикавказ, ул. Бородинская 19 ","362025","1","0","1","194","19","","0","","","","43.028631","44.687906","республиканская ветеринарная станция по борьбе с особо опасными и незаразными болезнями животных"
"342","ЦЕНТР ПО ГИДРОМЕТЕОРОЛОГИИ СЕВЕРО-ОСЕТИНСКИЙ","","","08 - 17 пер.: 12 - 13 вых.: сб. вс. ","0","г. Владикавказ, пл. Свободы 5 ","362040","1","0","1","177","5","","0","","","","43.024746","44.680506","центр по гидрометеорологии северо-осетинский"
"343","ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В РСО-А","","csm-osetia@globalalania.ru","08 - 17 пер.: 12 - 13 вых.: сб. вс. ","0","г. Владикавказ, ул. Бородинская 18 ","362025","1","0","1","194","18","","0","","","","43.028802","44.687384","государственный региональный центр стандартизации, метрологии и испытаний в рсо-а"
"344","ЗАГС отдел","","","вт. - чт. 11 - 17 пер.: 13 - 14 пт. 14 - 17 вых.: пн. вс. ","11501","г. Владикавказ, ул. Баллаева 7 ","362040","1","0","1","181","7","","0","","","","43.030485","44.678178","загс отдел"
"348","УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РСО-А","","to15@fas.gov.ru","пн. - чт. 09 - 18 пер.: 13 - 14 пт. 09:00 - 16:45 вых.: сб. вс. ","0","г. Владикавказ, ул. Шмулевича 8 а ","362019","1","0","1","229","8 а","","0","","","","43.024197","44.699762","управление федеральной антимонопольной службы по рсо-а"
"349","УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ СВЯЗИ, ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И МАССОВЫХ КОММУНИКАЦИЙ ПО РСО-А","","","09 - 18 пер.: 13:00 - 13:45 вых.: сб. вс. ","0","г. Владикавказ, ул. Маркуса 22 ","362027","1","0","1","3","22","","0","","","","43.035626","44.683343","управление федеральной службы по надзору в сфере связи, информационных технологий и массовых коммуникаций по рсо-а"
"351","РОСЗДРАВНАДЗОР территориальный орган по РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Джанаева 22 ","362040","1","0","1","183","22","","0","","","","43.032632","44.681452","росздравнадзор территориальный орган по рсо-а"
"354","УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В РСО-А","http://usd.wlk.sudrf.ru","usd-rso@yandex.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Чкалова 6 ","362002","1","0","1","174","6","","0","","","","43.040678","44.67041","управление судебного департамента в рсо-а"
"356","ОТДЕЛЕНИЕ ПЕНСИОННОГО ФОНДА РОССИИ ПО РСО-А","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Леонова 4/1 ","362031","1","0","1","30","4/1","","0","","","","43.053253","44.657623","отделение пенсионного фонда россии по рсо-а"
"357","РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РФ ПО РСО-А","","","09 - 18 пер.: 13:00 - 13:45 вых.: сб. вс. ","0","г. Владикавказ, ул. Галковского 237 а ","362039","1","0","1","16","237 а","","0","","","","43.050914","44.644912","региональное отделение фонда социального страхования рф по рсо-а"
"358","ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РСО-А","","tfrsoa@mail.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. К.Маркса 48 ","362003","1","0","1","45","48","","0","","","","43.029285","44.67139","территориальный фонд обязательного медицинского страхования рсо-а"
"362","КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ СЕВЕРО-ЗАПАДНОГО РАЙОНА Г.ВЛАДИКАВКАЗ","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","551","г. Владикавказ, пр-т. Коста 298 ","362021","1","0","1","15","298","","0","","","","43.056733","44.644919","комплексный центр социального обслуживания населения северо-западного района г.владикавказ"
